city,state,house_type,price,year,month,time
Palo Alto,CA,3,2755347.0,2020,05,2020-05
Foster City,CA,3,1529750.0,2020,05,2020-05
San Francisco,CA,3,1644618.0,2020,06,2020-06
Berkeley,CA,3,1417211.0,2020,06,2020-06
Mountain View,CA,3,1812466.0,2020,06,2020-06
Palo Alto,CA,3,2773263.0,2020,06,2020-06
Foster City,CA,3,1525739.0,2020,06,2020-06
San Francisco,CA,3,1637376.0,2020,07,2020-07
Berkeley,CA,3,1417347.0,2020,07,2020-07
Mountain View,CA,3,1826616.0,2020,07,2020-07
Palo Alto,CA,3,2805915.0,2020,07,2020-07
Foster City,CA,3,1526560.0,2020,07,2020-07
San Francisco,CA,3,1639919.0,2020,08,2020-08
Berkeley,CA,3,1426123.0,2020,08,2020-08
Mountain View,CA,3,1851548.0,2020,08,2020-08
Palo Alto,CA,3,2850506.0,2020,08,2020-08
Foster City,CA,3,1540071.0,2020,08,2020-08
San Francisco,CA,3,1645508.0,2020,09,2020-09
Berkeley,CA,3,1435132.0,2020,09,2020-09
Mountain View,CA,3,1870108.0,2020,09,2020-09
Palo Alto,CA,3,2876232.0,2020,09,2020-09
Foster City,CA,3,1543021.0,2020,09,2020-09
San Francisco,CA,3,1639123.0,2020,10,2020-10
Berkeley,CA,3,1448770.0,2020,10,2020-10
Mountain View,CA,3,1891681.0,2020,10,2020-10
Palo Alto,CA,3,2900931.0,2020,10,2020-10
Foster City,CA,3,1556232.0,2020,10,2020-10
San Francisco,CA,3,1633138.0,2020,11,2020-11
Berkeley,CA,3,1464237.0,2020,11,2020-11
Mountain View,CA,3,1902812.0,2020,11,2020-11
Palo Alto,CA,3,2911777.0,2020,11,2020-11
Foster City,CA,3,1565198.0,2020,11,2020-11
San Francisco,CA,3,1623151.0,2020,12,2020-12
Berkeley,CA,3,1479112.0,2020,12,2020-12
Mountain View,CA,3,1911931.0,2020,12,2020-12
Palo Alto,CA,3,2928821.0,2020,12,2020-12
Foster City,CA,3,1580061.0,2020,12,2020-12
San Francisco,CA,4,1481303.0,2015,01,2015-01
Berkeley,CA,4,1121163.0,2015,01,2015-01
Mountain View,CA,4,1629763.0,2015,01,2015-01
Palo Alto,CA,4,2397950.0,2015,01,2015-01
Foster City,CA,4,1355598.0,2015,01,2015-01
San Francisco,CA,4,1496430.0,2015,02,2015-02
Berkeley,CA,4,1131607.0,2015,02,2015-02
Mountain View,CA,4,1638830.0,2015,02,2015-02
Palo Alto,CA,4,2410866.0,2015,02,2015-02
Foster City,CA,4,1372593.0,2015,02,2015-02
San Francisco,CA,4,1520113.0,2015,03,2015-03
Berkeley,CA,4,1153546.0,2015,03,2015-03
Mountain View,CA,4,1667157.0,2015,03,2015-03
Palo Alto,CA,4,2438822.0,2015,03,2015-03
Foster City,CA,4,1395878.0,2015,03,2015-03
San Francisco,CA,4,1544263.0,2015,04,2015-04
Berkeley,CA,4,1173063.0,2015,04,2015-04
Mountain View,CA,4,1690425.0,2015,04,2015-04
Palo Alto,CA,4,2457577.0,2015,04,2015-04
Foster City,CA,4,1413978.0,2015,04,2015-04
San Francisco,CA,4,1551724.0,2015,05,2015-05
Berkeley,CA,4,1188762.0,2015,05,2015-05
Mountain View,CA,4,1734494.0,2015,05,2015-05
Palo Alto,CA,4,2473196.0,2015,05,2015-05
Foster City,CA,4,1438205.0,2015,05,2015-05
San Francisco,CA,4,1569840.0,2015,06,2015-06
Berkeley,CA,4,1201656.0,2015,06,2015-06
Mountain View,CA,4,1761289.0,2015,06,2015-06
Palo Alto,CA,4,2461213.0,2015,06,2015-06
Foster City,CA,4,1453816.0,2015,06,2015-06
San Francisco,CA,4,1595780.0,2015,07,2015-07
Berkeley,CA,4,1206917.0,2015,07,2015-07
Mountain View,CA,4,1791844.0,2015,07,2015-07
Palo Alto,CA,4,2451691.0,2015,07,2015-07
Foster City,CA,4,1483631.0,2015,07,2015-07
San Francisco,CA,4,1619382.0,2015,08,2015-08
Berkeley,CA,4,1213633.0,2015,08,2015-08
Mountain View,CA,4,1803963.0,2015,08,2015-08
Palo Alto,CA,4,2461544.0,2015,08,2015-08
Foster City,CA,4,1509078.0,2015,08,2015-08
San Francisco,CA,4,1636760.0,2015,09,2015-09
Berkeley,CA,4,1222948.0,2015,09,2015-09
Mountain View,CA,4,1817876.0,2015,09,2015-09
Palo Alto,CA,4,2477499.0,2015,09,2015-09
Foster City,CA,4,1531822.0,2015,09,2015-09
San Francisco,CA,4,1646661.0,2015,10,2015-10
Berkeley,CA,4,1234262.0,2015,10,2015-10
Mountain View,CA,4,1820737.0,2015,10,2015-10
Palo Alto,CA,4,2502199.0,2015,10,2015-10
Foster City,CA,4,1547404.0,2015,10,2015-10
San Francisco,CA,4,1650262.0,2015,11,2015-11
Berkeley,CA,4,1243012.0,2015,11,2015-11
Mountain View,CA,4,1820417.0,2015,11,2015-11
Palo Alto,CA,4,2510270.0,2015,11,2015-11
Foster City,CA,4,1563337.0,2015,11,2015-11
San Francisco,CA,4,1664389.0,2015,12,2015-12
Berkeley,CA,4,1253151.0,2015,12,2015-12
Mountain View,CA,4,1823409.0,2015,12,2015-12
Palo Alto,CA,4,2527264.0,2015,12,2015-12
Foster City,CA,4,1570396.0,2015,12,2015-12
San Francisco,CA,4,1684800.0,2016,01,2016-01
Berkeley,CA,4,1272944.0,2016,01,2016-01
Mountain View,CA,4,1838930.0,2016,01,2016-01
Palo Alto,CA,4,2546990.0,2016,01,2016-01
Foster City,CA,4,1592178.0,2016,01,2016-01
San Francisco,CA,4,1694614.0,2016,02,2016-02
Berkeley,CA,4,1293053.0,2016,02,2016-02
Mountain View,CA,4,1847129.0,2016,02,2016-02
Palo Alto,CA,4,2555716.0,2016,02,2016-02
Foster City,CA,4,1601954.0,2016,02,2016-02
San Francisco,CA,4,1689650.0,2016,03,2016-03
Berkeley,CA,4,1296710.0,2016,03,2016-03
Mountain View,CA,4,1855155.0,2016,03,2016-03
Palo Alto,CA,4,2557143.0,2016,03,2016-03
Foster City,CA,4,1607354.0,2016,03,2016-03
San Francisco,CA,4,1673860.0,2016,04,2016-04
Berkeley,CA,4,1303928.0,2016,04,2016-04
Mountain View,CA,4,1867335.0,2016,04,2016-04
Palo Alto,CA,4,2568831.0,2016,04,2016-04
Foster City,CA,4,1609991.0,2016,04,2016-04
San Francisco,CA,4,1677248.0,2016,05,2016-05
Berkeley,CA,4,1314049.0,2016,05,2016-05
Mountain View,CA,4,1862630.0,2016,05,2016-05
Palo Alto,CA,4,2566396.0,2016,05,2016-05
Foster City,CA,4,1603180.0,2016,05,2016-05
San Francisco,CA,4,1673232.0,2016,06,2016-06
Berkeley,CA,4,1327629.0,2016,06,2016-06
Mountain View,CA,4,1864858.0,2016,06,2016-06
Palo Alto,CA,4,2582598.0,2016,06,2016-06
Foster City,CA,4,1605760.0,2016,06,2016-06
San Francisco,CA,4,1661810.0,2016,07,2016-07
Berkeley,CA,4,1343111.0,2016,07,2016-07
Mountain View,CA,4,1849096.0,2016,07,2016-07
Palo Alto,CA,4,2600605.0,2016,07,2016-07
Foster City,CA,4,1587385.0,2016,07,2016-07
San Francisco,CA,4,1652189.0,2016,08,2016-08
Berkeley,CA,4,1357512.0,2016,08,2016-08
Mountain View,CA,4,1858140.0,2016,08,2016-08
Palo Alto,CA,4,2636465.0,2016,08,2016-08
Foster City,CA,4,1577423.0,2016,08,2016-08
San Francisco,CA,4,1655680.0,2016,09,2016-09
Berkeley,CA,4,1369313.0,2016,09,2016-09
Mountain View,CA,4,1855396.0,2016,09,2016-09
Palo Alto,CA,4,2654853.0,2016,09,2016-09
Foster City,CA,4,1574044.0,2016,09,2016-09
San Francisco,CA,4,1671790.0,2016,10,2016-10
Berkeley,CA,4,1386689.0,2016,10,2016-10
Mountain View,CA,4,1874554.0,2016,10,2016-10
Palo Alto,CA,4,2666652.0,2016,10,2016-10
Foster City,CA,4,1583592.0,2016,10,2016-10
San Francisco,CA,4,1692712.0,2016,11,2016-11
Berkeley,CA,4,1401747.0,2016,11,2016-11
Mountain View,CA,4,1882338.0,2016,11,2016-11
Palo Alto,CA,4,2678646.0,2016,11,2016-11
Foster City,CA,4,1586864.0,2016,11,2016-11
San Francisco,CA,4,1704155.0,2016,12,2016-12
Berkeley,CA,4,1419253.0,2016,12,2016-12
Mountain View,CA,4,1894968.0,2016,12,2016-12
Palo Alto,CA,4,2696063.0,2016,12,2016-12
Foster City,CA,4,1600836.0,2016,12,2016-12
San Francisco,CA,4,1707620.0,2017,01,2017-01
Berkeley,CA,4,1423808.0,2017,01,2017-01
Mountain View,CA,4,1899880.0,2017,01,2017-01
Palo Alto,CA,4,2713433.0,2017,01,2017-01
Foster City,CA,4,1607584.0,2017,01,2017-01
San Francisco,CA,4,1704559.0,2017,02,2017-02
Berkeley,CA,4,1431298.0,2017,02,2017-02
Mountain View,CA,4,1915652.0,2017,02,2017-02
Palo Alto,CA,4,2737820.0,2017,02,2017-02
Foster City,CA,4,1623041.0,2017,02,2017-02
San Francisco,CA,4,1704385.0,2017,03,2017-03
Berkeley,CA,4,1445516.0,2017,03,2017-03
Mountain View,CA,4,1925541.0,2017,03,2017-03
Palo Alto,CA,4,2754854.0,2017,03,2017-03
Foster City,CA,4,1627994.0,2017,03,2017-03
San Francisco,CA,4,1715871.0,2017,04,2017-04
Berkeley,CA,4,1455237.0,2017,04,2017-04
Mountain View,CA,4,1940346.0,2017,04,2017-04
Palo Alto,CA,4,2782195.0,2017,04,2017-04
Foster City,CA,4,1640745.0,2017,04,2017-04
San Francisco,CA,4,1733422.0,2017,05,2017-05
Berkeley,CA,4,1463906.0,2017,05,2017-05
Mountain View,CA,4,1953206.0,2017,05,2017-05
Palo Alto,CA,4,2813429.0,2017,05,2017-05
Foster City,CA,4,1655144.0,2017,05,2017-05
San Francisco,CA,4,1752007.0,2017,06,2017-06
Berkeley,CA,4,1476034.0,2017,06,2017-06
Mountain View,CA,4,1977139.0,2017,06,2017-06
Palo Alto,CA,4,2851574.0,2017,06,2017-06
Foster City,CA,4,1671789.0,2017,06,2017-06
San Francisco,CA,4,1772978.0,2017,07,2017-07
Berkeley,CA,4,1502815.0,2017,07,2017-07
Mountain View,CA,4,2000512.0,2017,07,2017-07
Palo Alto,CA,4,2873337.0,2017,07,2017-07
Foster City,CA,4,1695009.0,2017,07,2017-07
San Francisco,CA,4,1796261.0,2017,08,2017-08
Berkeley,CA,4,1526706.0,2017,08,2017-08
Mountain View,CA,4,2032590.0,2017,08,2017-08
Palo Alto,CA,4,2897258.0,2017,08,2017-08
Foster City,CA,4,1716125.0,2017,08,2017-08
San Francisco,CA,4,1820336.0,2017,09,2017-09
Berkeley,CA,4,1553352.0,2017,09,2017-09
Mountain View,CA,4,2075662.0,2017,09,2017-09
Palo Alto,CA,4,2944666.0,2017,09,2017-09
Foster City,CA,4,1739743.0,2017,09,2017-09
San Francisco,CA,4,1833218.0,2017,10,2017-10
Berkeley,CA,4,1563148.0,2017,10,2017-10
Mountain View,CA,4,2123630.0,2017,10,2017-10
Palo Alto,CA,4,3005843.0,2017,10,2017-10
Foster City,CA,4,1768993.0,2017,10,2017-10
San Francisco,CA,4,1847047.0,2017,11,2017-11
Berkeley,CA,4,1580683.0,2017,11,2017-11
Mountain View,CA,4,2179339.0,2017,11,2017-11
Palo Alto,CA,4,3075746.0,2017,11,2017-11
Foster City,CA,4,1812322.0,2017,11,2017-11
San Francisco,CA,4,1858819.0,2017,12,2017-12
Berkeley,CA,4,1599677.0,2017,12,2017-12
Mountain View,CA,4,2238253.0,2017,12,2017-12
Palo Alto,CA,4,3140228.0,2017,12,2017-12
Foster City,CA,4,1851665.0,2017,12,2017-12
San Francisco,CA,4,1871802.0,2018,01,2018-01
Berkeley,CA,4,1626053.0,2018,01,2018-01
Mountain View,CA,4,2295517.0,2018,01,2018-01
Palo Alto,CA,4,3211516.0,2018,01,2018-01
Foster City,CA,4,1884131.0,2018,01,2018-01
San Francisco,CA,4,1887438.0,2018,02,2018-02
Berkeley,CA,4,1642983.0,2018,02,2018-02
Mountain View,CA,4,2346882.0,2018,02,2018-02
Palo Alto,CA,4,3280030.0,2018,02,2018-02
Foster City,CA,4,1899175.0,2018,02,2018-02
San Francisco,CA,4,1918795.0,2018,03,2018-03
Berkeley,CA,4,1658755.0,2018,03,2018-03
Mountain View,CA,4,2389175.0,2018,03,2018-03
Palo Alto,CA,4,3339871.0,2018,03,2018-03
Foster City,CA,4,1920493.0,2018,03,2018-03
San Francisco,CA,4,1946267.0,2018,04,2018-04
Berkeley,CA,4,1677939.0,2018,04,2018-04
Mountain View,CA,4,2422331.0,2018,04,2018-04
Palo Alto,CA,4,3372446.0,2018,04,2018-04
Foster City,CA,4,1940821.0,2018,04,2018-04
San Francisco,CA,4,1961571.0,2018,05,2018-05
Berkeley,CA,4,1702455.0,2018,05,2018-05
Mountain View,CA,4,2463347.0,2018,05,2018-05
Palo Alto,CA,4,3424553.0,2018,05,2018-05
Foster City,CA,4,1969583.0,2018,05,2018-05
San Francisco,CA,4,1980664.0,2018,06,2018-06
Berkeley,CA,4,1714812.0,2018,06,2018-06
Mountain View,CA,4,2497725.0,2018,06,2018-06
Palo Alto,CA,4,3469356.0,2018,06,2018-06
Foster City,CA,4,1989769.0,2018,06,2018-06
San Francisco,CA,4,1992908.0,2018,07,2018-07
Berkeley,CA,4,1701018.0,2018,07,2018-07
Mountain View,CA,4,2536875.0,2018,07,2018-07
Palo Alto,CA,4,3518626.0,2018,07,2018-07
Foster City,CA,4,2002951.0,2018,07,2018-07
San Francisco,CA,4,2005010.0,2018,08,2018-08
Berkeley,CA,4,1684581.0,2018,08,2018-08
Mountain View,CA,4,2546604.0,2018,08,2018-08
Palo Alto,CA,4,3517695.0,2018,08,2018-08
Foster City,CA,4,2015128.0,2018,08,2018-08
San Francisco,CA,4,1997681.0,2018,09,2018-09
Berkeley,CA,4,1667998.0,2018,09,2018-09
Mountain View,CA,4,2539421.0,2018,09,2018-09
Palo Alto,CA,4,3485141.0,2018,09,2018-09
Foster City,CA,4,2016964.0,2018,09,2018-09
San Francisco,CA,4,1997175.0,2018,10,2018-10
Berkeley,CA,4,1669812.0,2018,10,2018-10
Mountain View,CA,4,2517077.0,2018,10,2018-10
Palo Alto,CA,4,3441808.0,2018,10,2018-10
Foster City,CA,4,2007133.0,2018,10,2018-10
San Francisco,CA,4,1986146.0,2018,11,2018-11
Berkeley,CA,4,1664344.0,2018,11,2018-11
Mountain View,CA,4,2487075.0,2018,11,2018-11
Palo Alto,CA,4,3392358.0,2018,11,2018-11
Foster City,CA,4,1977570.0,2018,11,2018-11
San Francisco,CA,4,1972519.0,2018,12,2018-12
Berkeley,CA,4,1649012.0,2018,12,2018-12
Mountain View,CA,4,2444047.0,2018,12,2018-12
Palo Alto,CA,4,3340939.0,2018,12,2018-12
Foster City,CA,4,1940020.0,2018,12,2018-12
San Francisco,CA,4,1971247.0,2019,01,2019-01
Berkeley,CA,4,1629876.0,2019,01,2019-01
Mountain View,CA,4,2397555.0,2019,01,2019-01
Palo Alto,CA,4,3278045.0,2019,01,2019-01
Foster City,CA,4,1908635.0,2019,01,2019-01
San Francisco,CA,4,1973387.0,2019,02,2019-02
Berkeley,CA,4,1623758.0,2019,02,2019-02
Mountain View,CA,4,2361241.0,2019,02,2019-02
Palo Alto,CA,4,3230572.0,2019,02,2019-02
Foster City,CA,4,1896030.0,2019,02,2019-02
San Francisco,CA,4,1973050.0,2019,03,2019-03
Berkeley,CA,4,1621767.0,2019,03,2019-03
Mountain View,CA,4,2337713.0,2019,03,2019-03
Palo Alto,CA,4,3196708.0,2019,03,2019-03
Foster City,CA,4,1880322.0,2019,03,2019-03
San Francisco,CA,4,1964928.0,2019,04,2019-04
Berkeley,CA,4,1628902.0,2019,04,2019-04
Mountain View,CA,4,2336854.0,2019,04,2019-04
Palo Alto,CA,4,3203489.0,2019,04,2019-04
Foster City,CA,4,1873828.0,2019,04,2019-04
San Francisco,CA,4,1976054.0,2019,05,2019-05
Berkeley,CA,4,1644536.0,2019,05,2019-05
Mountain View,CA,4,2334172.0,2019,05,2019-05
Palo Alto,CA,4,3204006.0,2019,05,2019-05
Foster City,CA,4,1875316.0,2019,05,2019-05
San Francisco,CA,4,1986331.0,2019,06,2019-06
Berkeley,CA,4,1665940.0,2019,06,2019-06
Mountain View,CA,4,2323150.0,2019,06,2019-06
Palo Alto,CA,4,3195286.0,2019,06,2019-06
Foster City,CA,4,1874456.0,2019,06,2019-06
San Francisco,CA,4,1992243.0,2019,07,2019-07
Berkeley,CA,4,1685374.0,2019,07,2019-07
Mountain View,CA,4,2298617.0,2019,07,2019-07
Palo Alto,CA,4,3167290.0,2019,07,2019-07
Foster City,CA,4,1870846.0,2019,07,2019-07
San Francisco,CA,4,1980501.0,2019,08,2019-08
Berkeley,CA,4,1693250.0,2019,08,2019-08
Mountain View,CA,4,2269896.0,2019,08,2019-08
Palo Alto,CA,4,3136213.0,2019,08,2019-08
Foster City,CA,4,1844990.0,2019,08,2019-08
San Francisco,CA,4,1975726.0,2019,09,2019-09
Berkeley,CA,4,1704165.0,2019,09,2019-09
Mountain View,CA,4,2265602.0,2019,09,2019-09
Palo Alto,CA,4,3139218.0,2019,09,2019-09
Foster City,CA,4,1843507.0,2019,09,2019-09
San Francisco,CA,4,1990016.0,2019,10,2019-10
Berkeley,CA,4,1710868.0,2019,10,2019-10
Mountain View,CA,4,2262003.0,2019,10,2019-10
Palo Alto,CA,4,3141671.0,2019,10,2019-10
Foster City,CA,4,1833517.0,2019,10,2019-10
San Francisco,CA,4,2007954.0,2019,11,2019-11
Berkeley,CA,4,1716780.0,2019,11,2019-11
Mountain View,CA,4,2270143.0,2019,11,2019-11
Palo Alto,CA,4,3161848.0,2019,11,2019-11
Foster City,CA,4,1842058.0,2019,11,2019-11
San Francisco,CA,4,2034241.0,2019,12,2019-12
Berkeley,CA,4,1735974.0,2019,12,2019-12
Mountain View,CA,4,2282764.0,2019,12,2019-12
Palo Alto,CA,4,3177768.0,2019,12,2019-12
Foster City,CA,4,1846591.0,2019,12,2019-12
San Francisco,CA,4,2041084.0,2020,01,2020-01
Berkeley,CA,4,1763955.0,2020,01,2020-01
Mountain View,CA,4,2311962.0,2020,01,2020-01
Palo Alto,CA,4,3220172.0,2020,01,2020-01
Foster City,CA,4,1863712.0,2020,01,2020-01
San Francisco,CA,4,2045926.0,2020,02,2020-02
Berkeley,CA,4,1780810.0,2020,02,2020-02
Mountain View,CA,4,2349056.0,2020,02,2020-02
Palo Alto,CA,4,3264284.0,2020,02,2020-02
Foster City,CA,4,1872632.0,2020,02,2020-02
San Francisco,CA,4,2040310.0,2020,03,2020-03
Berkeley,CA,4,1786919.0,2020,03,2020-03
Mountain View,CA,4,2386917.0,2020,03,2020-03
Palo Alto,CA,4,3313285.0,2020,03,2020-03
Foster City,CA,4,1890042.0,2020,03,2020-03
San Francisco,CA,4,2039496.0,2020,04,2020-04
Berkeley,CA,4,1783744.0,2020,04,2020-04
Mountain View,CA,4,2406861.0,2020,04,2020-04
Palo Alto,CA,4,3333486.0,2020,04,2020-04
Foster City,CA,4,1896981.0,2020,04,2020-04
San Francisco,CA,4,2030527.0,2020,05,2020-05
Berkeley,CA,4,1779069.0,2020,05,2020-05
Mountain View,CA,4,2420004.0,2020,05,2020-05
Palo Alto,CA,4,3342345.0,2020,05,2020-05
Foster City,CA,4,1891915.0,2020,05,2020-05
San Francisco,CA,4,2019480.0,2020,06,2020-06
Berkeley,CA,4,1775891.0,2020,06,2020-06
Mountain View,CA,4,2440390.0,2020,06,2020-06
Palo Alto,CA,4,3359929.0,2020,06,2020-06
Foster City,CA,4,1892153.0,2020,06,2020-06
San Francisco,CA,4,2013651.0,2020,07,2020-07
Berkeley,CA,4,1785069.0,2020,07,2020-07
Mountain View,CA,4,2469599.0,2020,07,2020-07
Palo Alto,CA,4,3393685.0,2020,07,2020-07
Foster City,CA,4,1897358.0,2020,07,2020-07
San Francisco,CA,4,2020223.0,2020,08,2020-08
Berkeley,CA,4,1807421.0,2020,08,2020-08
Mountain View,CA,4,2512313.0,2020,08,2020-08
Palo Alto,CA,4,3451075.0,2020,08,2020-08
Foster City,CA,4,1920426.0,2020,08,2020-08
San Francisco,CA,4,2029066.0,2020,09,2020-09
Berkeley,CA,4,1828654.0,2020,09,2020-09
Mountain View,CA,4,2540452.0,2020,09,2020-09
Palo Alto,CA,4,3489664.0,2020,09,2020-09
Foster City,CA,4,1929279.0,2020,09,2020-09
San Francisco,CA,4,2020802.0,2020,10,2020-10
Berkeley,CA,4,1849449.0,2020,10,2020-10
Mountain View,CA,4,2572397.0,2020,10,2020-10
Palo Alto,CA,4,3529651.0,2020,10,2020-10
Foster City,CA,4,1948374.0,2020,10,2020-10
San Francisco,CA,4,2012811.0,2020,11,2020-11
Berkeley,CA,4,1874278.0,2020,11,2020-11
Mountain View,CA,4,2596292.0,2020,11,2020-11
Palo Alto,CA,4,3554724.0,2020,11,2020-11
Foster City,CA,4,1958996.0,2020,11,2020-11
San Francisco,CA,4,1999158.0,2020,12,2020-12
Berkeley,CA,4,1894594.0,2020,12,2020-12
Mountain View,CA,4,2621581.0,2020,12,2020-12
Palo Alto,CA,4,3584948.0,2020,12,2020-12
Foster City,CA,4,1977149.0,2020,12,2020-12
San Francisco,CA,5,1699469.0,2015,01,2015-01
Berkeley,CA,5,1296572.0,2015,01,2015-01
Mountain View,CA,5,2206274.0,2015,01,2015-01
Palo Alto,CA,5,3161548.0,2015,01,2015-01
Foster City,CA,5,1643981.0,2015,01,2015-01
San Francisco,CA,5,1730636.0,2015,02,2015-02
Berkeley,CA,5,1311864.0,2015,02,2015-02
Mountain View,CA,5,2222116.0,2015,02,2015-02
Palo Alto,CA,5,3173677.0,2015,02,2015-02
Foster City,CA,5,1667963.0,2015,02,2015-02
San Francisco,CA,5,1768102.0,2015,03,2015-03
Berkeley,CA,5,1338647.0,2015,03,2015-03
Mountain View,CA,5,2260249.0,2015,03,2015-03
Palo Alto,CA,5,3217013.0,2015,03,2015-03
Foster City,CA,5,1695543.0,2015,03,2015-03
San Francisco,CA,5,1798531.0,2015,04,2015-04
Berkeley,CA,5,1362676.0,2015,04,2015-04
Mountain View,CA,5,2285871.0,2015,04,2015-04
Palo Alto,CA,5,3239894.0,2015,04,2015-04
Foster City,CA,5,1713833.0,2015,04,2015-04
San Francisco,CA,5,1811814.0,2015,05,2015-05
Berkeley,CA,5,1376943.0,2015,05,2015-05
Mountain View,CA,5,2311734.0,2015,05,2015-05
Palo Alto,CA,5,3257381.0,2015,05,2015-05
Foster City,CA,5,1720772.0,2015,05,2015-05
San Francisco,CA,5,1837672.0,2015,06,2015-06
Berkeley,CA,5,1387274.0,2015,06,2015-06
Mountain View,CA,5,2308497.0,2015,06,2015-06
Palo Alto,CA,5,3233626.0,2015,06,2015-06
Foster City,CA,5,1719429.0,2015,06,2015-06
San Francisco,CA,5,1865655.0,2015,07,2015-07
Berkeley,CA,5,1403728.0,2015,07,2015-07
Mountain View,CA,5,2310485.0,2015,07,2015-07
Palo Alto,CA,5,3217500.0,2015,07,2015-07
Foster City,CA,5,1726155.0,2015,07,2015-07
San Francisco,CA,5,1879831.0,2015,08,2015-08
Berkeley,CA,5,1426880.0,2015,08,2015-08
Mountain View,CA,5,2323063.0,2015,08,2015-08
Palo Alto,CA,5,3230583.0,2015,08,2015-08
Foster City,CA,5,1751006.0,2015,08,2015-08
San Francisco,CA,5,1885408.0,2015,09,2015-09
Berkeley,CA,5,1457604.0,2015,09,2015-09
Mountain View,CA,5,2351242.0,2015,09,2015-09
Palo Alto,CA,5,3252981.0,2015,09,2015-09
Foster City,CA,5,1777669.0,2015,09,2015-09
San Francisco,CA,5,1886678.0,2015,10,2015-10
Berkeley,CA,5,1476825.0,2015,10,2015-10
Mountain View,CA,5,2341575.0,2015,10,2015-10
Palo Alto,CA,5,3285128.0,2015,10,2015-10
Foster City,CA,5,1805846.0,2015,10,2015-10
San Francisco,CA,5,1893570.0,2015,11,2015-11
Berkeley,CA,5,1491224.0,2015,11,2015-11
Mountain View,CA,5,2322109.0,2015,11,2015-11
Palo Alto,CA,5,3299629.0,2015,11,2015-11
Foster City,CA,5,1822137.0,2015,11,2015-11
San Francisco,CA,5,1908914.0,2015,12,2015-12
Berkeley,CA,5,1508240.0,2015,12,2015-12
Mountain View,CA,5,2297623.0,2015,12,2015-12
Palo Alto,CA,5,3320610.0,2015,12,2015-12
Foster City,CA,5,1823949.0,2015,12,2015-12
San Francisco,CA,5,1926939.0,2016,01,2016-01
Berkeley,CA,5,1540263.0,2016,01,2016-01
Mountain View,CA,5,2309309.0,2016,01,2016-01
Palo Alto,CA,5,3339372.0,2016,01,2016-01
Foster City,CA,5,1839364.0,2016,01,2016-01
San Francisco,CA,5,1931447.0,2016,02,2016-02
Berkeley,CA,5,1570014.0,2016,02,2016-02
Mountain View,CA,5,2316742.0,2016,02,2016-02
Palo Alto,CA,5,3343843.0,2016,02,2016-02
Foster City,CA,5,1844538.0,2016,02,2016-02
San Francisco,CA,5,1924858.0,2016,03,2016-03
Berkeley,CA,5,1583929.0,2016,03,2016-03
Mountain View,CA,5,2325239.0,2016,03,2016-03
Palo Alto,CA,5,3344779.0,2016,03,2016-03
Foster City,CA,5,1846585.0,2016,03,2016-03
San Francisco,CA,5,1909806.0,2016,04,2016-04
Berkeley,CA,5,1596582.0,2016,04,2016-04
Mountain View,CA,5,2343825.0,2016,04,2016-04
Palo Alto,CA,5,3372358.0,2016,04,2016-04
Foster City,CA,5,1846789.0,2016,04,2016-04
San Francisco,CA,5,1915624.0,2016,05,2016-05
Berkeley,CA,5,1611672.0,2016,05,2016-05
Mountain View,CA,5,2348130.0,2016,05,2016-05
Palo Alto,CA,5,3378994.0,2016,05,2016-05
Foster City,CA,5,1842707.0,2016,05,2016-05
San Francisco,CA,5,1911299.0,2016,06,2016-06
Berkeley,CA,5,1627401.0,2016,06,2016-06
Mountain View,CA,5,2361705.0,2016,06,2016-06
Palo Alto,CA,5,3409637.0,2016,06,2016-06
Foster City,CA,5,1851689.0,2016,06,2016-06
San Francisco,CA,5,1912271.0,2016,07,2016-07
Berkeley,CA,5,1640779.0,2016,07,2016-07
Mountain View,CA,5,2343654.0,2016,07,2016-07
Palo Alto,CA,5,3434812.0,2016,07,2016-07
Foster City,CA,5,1842319.0,2016,07,2016-07
San Francisco,CA,5,1920230.0,2016,08,2016-08
Berkeley,CA,5,1658847.0,2016,08,2016-08
Mountain View,CA,5,2339723.0,2016,08,2016-08
Palo Alto,CA,5,3479086.0,2016,08,2016-08
Foster City,CA,5,1832536.0,2016,08,2016-08
San Francisco,CA,5,1946857.0,2016,09,2016-09
Berkeley,CA,5,1670201.0,2016,09,2016-09
Mountain View,CA,5,2317446.0,2016,09,2016-09
Palo Alto,CA,5,3491250.0,2016,09,2016-09
Foster City,CA,5,1826461.0,2016,09,2016-09
San Francisco,CA,5,1977296.0,2016,10,2016-10
Berkeley,CA,5,1694998.0,2016,10,2016-10
Mountain View,CA,5,2341285.0,2016,10,2016-10
Palo Alto,CA,5,3495236.0,2016,10,2016-10
Foster City,CA,5,1828864.0,2016,10,2016-10
San Francisco,CA,5,2004467.0,2016,11,2016-11
Berkeley,CA,5,1712595.0,2016,11,2016-11
Mountain View,CA,5,2352593.0,2016,11,2016-11
Palo Alto,CA,5,3501129.0,2016,11,2016-11
Foster City,CA,5,1832208.0,2016,11,2016-11
San Francisco,CA,5,2016344.0,2016,12,2016-12
Berkeley,CA,5,1731684.0,2016,12,2016-12
Mountain View,CA,5,2374709.0,2016,12,2016-12
Palo Alto,CA,5,3523914.0,2016,12,2016-12
Foster City,CA,5,1849776.0,2016,12,2016-12
